Date and Time,Weir Flow(L/s),Weir Level(cm)
2020-01-02 12:10:00,17.38112,9.8312
2020-01-02 12:15:00,18.79699,10.3562
2020-01-02 12:20:00,19.15588,10.4875
2020-01-02 12:25:00,17.958,10.05
2020-01-02 12:30:00,16.92512,9.6562
2020-01-02 12:35:00,18.79699,10.3562
2020-01-02 12:40:00,19.15588,10.4875
2020-01-02 12:45:00,21.8495,11.45
2020-01-02 12:50:00,19.63525,10.6625
2020-01-02 12:55:00,17.958,10.05
2020-01-02 13:00:00,18.67725,10.3125
2020-01-02 13:05:00,18.07774,10.0937
2020-01-02 13:10:00,16.58325,9.525
2020-01-02 13:15:00,18.79699,10.3562
2020-01-02 13:20:00,19.63525,10.6625
2020-01-02 13:25:00,18.917,10.4
2020-01-02 13:30:00,17.72312,9.962499
2020-01-02 13:35:00,17.495,9.874999
2020-01-02 13:40:00,16.58325,9.525
2020-01-02 13:45:00,16.92512,9.6562
2020-01-02 13:50:00,19.3955,10.575
2020-01-02 13:55:00,17.15306,9.7437
2020-01-02 14:00:00,15.32962,9.0437
2020-01-02 14:05:00,15.55743,9.1312
2020-01-02 14:10:00,15.10825,8.9562
2020-01-02 14:15:00,16.24156,9.3937
2020-01-02 14:20:00,18.19775,10.1375
2020-01-02 14:25:00,17.83798,10.0062
2020-01-02 14:30:00,18.07774,10.0937
2020-01-02 14:35:00,17.495,9.874999
2020-01-02 14:40:00,16.69731,9.5687
2020-01-02 14:45:00,16.92512,9.6562
2020-01-02 14:50:00,16.1275,9.35
2020-01-02 14:55:00,16.46912,9.4812
2020-01-02 15:00:00,15.78562,9.2187
2020-01-02 15:05:00,15.78562,9.2187
2020-01-02 15:10:00,18.19775,10.1375
2020-01-02 15:15:00,16.92512,9.6562
2020-01-02 15:20:00,15.55743,9.1312
2020-01-02 15:25:00,15.32962,9.0437
2020-01-02 15:30:00,15.10825,8.9562
2020-01-02 15:35:00,14.56925,8.7375
2020-01-02 15:40:00,15.10825,8.9562
2020-01-02 15:45:00,15.4435,9.0875
2020-01-02 15:50:00,14.56925,8.7375
2020-01-02 15:55:00,18.79699,10.3562
2020-01-02 16:00:00,17.958,10.05
2020-01-02 16:05:00,17.15306,9.7437
2020-01-02 16:10:00,17.15306,9.7437
2020-01-02 16:15:00,18.67725,10.3125
2020-01-02 16:20:00,17.958,10.05
2020-01-02 16:25:00,17.15306,9.7437
2020-01-02 16:30:00,16.24156,9.3937
2020-01-02 16:35:00,16.58325,9.525
2020-01-02 16:40:00,17.83798,10.0062
2020-01-02 16:45:00,17.26737,9.7875
2020-01-02 16:50:00,16.3555,9.4375
2020-01-02 16:55:00,16.1275,9.35
2020-01-02 17:00:00,17.15306,9.7437
2020-01-02 17:05:00,18.31749,10.1812
2020-01-02 17:10:00,17.38112,9.8312
2020-01-02 17:15:00,17.26737,9.7875
2020-01-02 17:20:00,18.07774,10.0937
2020-01-02 17:25:00,17.38112,9.8312
2020-01-02 17:30:00,16.8115,9.6125
2020-01-02 17:35:00,16.46912,9.4812
2020-01-02 17:40:00,19.3955,10.575
2020-01-02 17:45:00,19.15588,10.4875
2020-01-02 17:50:00,17.60881,9.9187
2020-01-02 17:55:00,19.99474,10.7937
2020-01-02 18:00:00,17.72312,9.962499
2020-01-02 18:05:00,18.19775,10.1375
2020-01-02 18:10:00,17.039,9.7
2020-01-02 18:15:00,17.26737,9.7875
2020-01-02 18:20:00,18.67725,10.3125
2020-01-02 18:25:00,18.67725,10.3125
2020-01-02 18:30:00,20.97198,11.1437
2020-01-02 18:35:00,19.63525,10.6625
2020-01-02 18:40:00,19.63525,10.6625
2020-01-02 18:45:00,23.10325,11.8875
2020-01-02 18:50:00,19.3955,10.575
2020-01-02 18:55:00,18.19775,10.1375
2020-01-02 19:00:00,19.0363,10.4437
2020-01-02 19:05:00,20.23449,10.8812
2020-01-02 19:10:00,19.63525,10.6625
2020-01-02 19:15:00,19.875,10.75
2020-01-02 19:20:00,19.75499,10.7062
2020-01-02 19:25:00,18.55724,10.2687
2020-01-02 19:30:00,19.99474,10.7937
2020-01-02 19:35:00,20.847,11.1
2020-01-02 19:40:00,23.10325,11.8875
2020-01-02 19:45:00,21.09725,11.1875
2020-01-02 19:50:00,18.31749,10.1812
2020-01-02 19:55:00,18.79699,10.3562
2020-01-02 20:00:00,17.72312,9.962499
2020-01-02 20:05:00,19.0363,10.4437
2020-01-02 20:10:00,19.99474,10.7937
2020-01-02 20:15:00,21.8495,11.45
2020-01-02 20:20:00,19.3955,10.575
2020-01-02 20:25:00,19.27549,10.5312
2020-01-02 20:30:00,19.27549,10.5312
2020-01-02 20:35:00,18.31749,10.1812
2020-01-02 20:40:00,17.039,9.7
2020-01-02 20:45:00,17.60881,9.9187
2020-01-02 20:50:00,19.99474,10.7937
2020-01-02 20:55:00,19.63525,10.6625
2020-01-02 21:00:00,19.15588,10.4875
2020-01-02 21:05:00,20.11475,10.8375
2020-01-02 21:10:00,20.97198,11.1437
2020-01-02 21:15:00,19.27549,10.5312
2020-01-02 21:20:00,17.15306,9.7437
2020-01-02 21:25:00,18.55724,10.2687
2020-01-02 21:30:00,18.07774,10.0937
2020-01-02 21:35:00,16.8115,9.6125
2020-01-02 21:40:00,16.24156,9.3937
2020-01-02 21:45:00,15.55743,9.1312
2020-01-02 21:50:00,16.3555,9.4375
2020-01-02 21:55:00,16.46912,9.4812
2020-01-02 22:00:00,17.958,10.05
2020-01-02 22:05:00,17.38112,9.8312
2020-01-02 22:10:00,18.19775,10.1375
2020-01-02 22:15:00,19.3955,10.575
2020-01-02 22:20:00,16.92512,9.6562
2020-01-02 22:25:00,18.79699,10.3562
2020-01-02 22:30:00,18.31749,10.1812
2020-01-02 22:35:00,17.039,9.7
2020-01-02 22:40:00,16.58325,9.525
2020-01-02 22:45:00,15.4435,9.0875
2020-01-02 22:50:00,16.01318,9.3062
2020-01-02 22:55:00,16.58325,9.525
2020-01-02 23:00:00,15.10825,8.9562
2020-01-02 23:05:00,18.31749,10.1812
2020-01-02 23:10:00,16.01318,9.3062
2020-01-02 23:15:00,15.10825,8.9562
2020-01-02 23:20:00,14.46144,8.6937
2020-01-02 23:25:00,15.00075,8.9125
2020-01-02 23:30:00,14.89269,8.8687
2020-01-02 23:35:00,15.216,9.0
2020-01-02 23:40:00,17.60881,9.9187
2020-01-02 23:45:00,15.78562,9.2187
2020-01-02 23:50:00,15.78562,9.2187
2020-01-02 23:55:00,15.00075,8.9125
2020-01-03 00:00:00,13.05975,8.125
2020-01-03 00:05:00,13.05975,8.125
2020-01-03 00:10:00,12.73745,7.9937
2020-01-03 00:15:00,12.73745,7.9937
2020-01-03 00:20:00,11.92695,7.6437
2020-01-03 00:25:00,11.623,7.5125
2020-01-03 00:30:00,11.72439,7.5562
2020-01-03 00:35:00,10.91438,7.2062
2020-01-03 00:40:00,11.31957,7.3812
2020-01-03 00:45:00,10.813,7.1625
2020-01-03 00:50:00,10.91438,7.2062
2020-01-03 00:55:00,10.813,7.1625
2020-01-03 01:00:00,10.15615,6.8562
2020-01-03 01:05:00,9.984964,6.7687
2020-01-03 01:10:00,10.41263,6.9875
2020-01-03 01:15:00,11.11738,7.2937
2020-01-03 01:20:00,10.32721,6.9437
2020-01-03 01:25:00,9.89975,6.725
2020-01-03 01:30:00,9.47209,6.5062
2020-01-03 01:35:00,9.386875,6.4625
2020-01-03 01:40:00,9.301466,6.4187
2020-01-03 01:45:00,9.642715,6.5937
2020-01-03 01:50:00,9.216001,6.375
2020-01-03 01:55:00,9.130152,6.3312
2020-01-03 02:00:00,9.386875,6.4625
2020-01-03 02:05:00,9.044624,6.2875
2020-01-03 02:10:00,8.788152,6.1562
2020-01-03 02:15:00,8.788152,6.1562
2020-01-03 02:20:00,8.788152,6.1562
2020-01-03 02:25:00,9.044624,6.2875
2020-01-03 02:30:00,9.130152,6.3312
2020-01-03 02:35:00,8.616965,6.0687
2020-01-03 02:40:00,8.702501,6.1125
2020-01-03 02:45:00,8.702501,6.1125
2020-01-03 02:50:00,8.788152,6.1562
2020-01-03 02:55:00,10.813,7.1625
2020-01-03 03:00:00,9.044624,6.2875
2020-01-03 03:05:00,8.284219,5.8937
2020-01-03 03:10:00,8.120594,5.8062
2020-01-03 03:15:00,8.202499,5.85
2020-01-03 03:20:00,8.038875,5.7625
2020-01-03 03:25:00,8.038875,5.7625
2020-01-03 03:30:00,8.038875,5.7625
2020-01-03 03:35:00,8.366124,5.9375
2020-01-03 03:40:00,9.89975,6.725
2020-01-03 03:45:00,9.89975,6.725
2020-01-03 03:50:00,9.044624,6.2875
2020-01-03 03:55:00,8.788152,6.1562
2020-01-03 04:00:00,8.874,6.2
2020-01-03 04:05:00,9.814152,6.6812
2020-01-03 04:10:00,9.728499,6.6375
2020-01-03 04:15:00,9.47209,6.5062
2020-01-03 04:20:00,9.216001,6.375
2020-01-03 04:25:00,9.728499,6.6375
2020-01-03 04:30:00,9.642715,6.5937
2020-01-03 04:35:00,9.814152,6.6812
2020-01-03 04:40:00,9.642715,6.5937
2020-01-03 04:45:00,9.47209,6.5062
2020-01-03 04:50:00,9.5575,6.55
2020-01-03 04:55:00,9.642715,6.5937
2020-01-03 05:00:00,9.5575,6.55
2020-01-03 05:05:00,9.5575,6.55
2020-01-03 05:10:00,9.89975,6.725
2020-01-03 05:15:00,10.0705,6.8125
2020-01-03 05:20:00,9.814152,6.6812
2020-01-03 05:25:00,10.0705,6.8125
2020-01-03 05:30:00,10.50907,7.0312
2020-01-03 05:35:00,11.016,7.25
2020-01-03 05:40:00,11.11738,7.2937
2020-01-03 05:45:00,10.91438,7.2062
2020-01-03 05:50:00,10.91438,7.2062
2020-01-03 05:55:00,11.016,7.25
2020-01-03 06:00:00,12.231,7.775
2020-01-03 06:05:00,11.5217,7.4687
2020-01-03 06:10:00,11.31957,7.3812
2020-01-03 06:15:00,11.5217,7.4687
2020-01-03 06:20:00,11.623,7.5125
2020-01-03 06:25:00,12.02813,7.6875
2020-01-03 06:30:00,12.33238,7.8187
2020-01-03 06:35:00,13.81475,8.4312
2020-01-03 06:40:00,12.12938,7.7312
2020-01-03 06:45:00,12.434,7.8625
2020-01-03 06:50:00,14.3535,8.65
2020-01-03 06:55:00,14.56925,8.7375
2020-01-03 07:00:00,15.10825,8.9562
2020-01-03 07:05:00,16.1275,9.35
2020-01-03 07:10:00,17.26737,9.7875
2020-01-03 07:15:00,17.26737,9.7875
2020-01-03 07:20:00,17.38112,9.8312
2020-01-03 07:25:00,16.24156,9.3937
2020-01-03 07:30:00,16.1275,9.35
2020-01-03 07:35:00,16.69731,9.5687
2020-01-03 07:40:00,16.01318,9.3062
2020-01-03 07:45:00,15.67175,9.175
2020-01-03 07:50:00,16.3555,9.4375
2020-01-03 07:55:00,17.83798,10.0062
2020-01-03 08:00:00,17.60881,9.9187
2020-01-03 08:05:00,16.58325,9.525
2020-01-03 08:10:00,16.46912,9.4812
2020-01-03 08:15:00,16.92512,9.6562
2020-01-03 08:20:00,17.83798,10.0062
2020-01-03 08:25:00,18.55724,10.2687
2020-01-03 08:30:00,17.039,9.7
2020-01-03 08:35:00,19.51524,10.6187
2020-01-03 08:40:00,17.958,10.05
2020-01-03 08:45:00,17.60881,9.9187
2020-01-03 08:50:00,18.19775,10.1375
2020-01-03 08:55:00,16.92512,9.6562
2020-01-03 09:00:00,20.47424,10.9687
2020-01-03 09:05:00,21.09725,11.1875
2020-01-03 09:10:00,18.19775,10.1375
2020-01-03 09:15:00,18.4375,10.225
2020-01-03 09:20:00,18.55724,10.2687
2020-01-03 09:25:00,17.83798,10.0062
2020-01-03 09:30:00,19.875,10.75
2020-01-03 09:35:00,20.3545,10.925
2020-01-03 09:40:00,21.8495,11.45
2020-01-03 09:45:00,19.15588,10.4875
2020-01-03 09:50:00,19.15588,10.4875
2020-01-03 09:55:00,20.97198,11.1437
2020-01-03 10:00:00,19.63525,10.6625
2020-01-03 10:05:00,20.11475,10.8375
2020-01-03 10:10:00,19.875,10.75
2020-01-03 10:15:00,20.11475,10.8375
2020-01-03 10:20:00,19.875,10.75
2020-01-03 10:25:00,20.23449,10.8812
2020-01-03 10:30:00,21.47348,11.3187
2020-01-03 10:35:00,21.09725,11.1875
2020-01-03 10:40:00,19.3955,10.575
2020-01-03 10:45:00,20.97198,11.1437
2020-01-03 10:50:00,19.75499,10.7062
2020-01-03 10:55:00,19.15588,10.4875
2020-01-03 11:00:00,20.72129,11.0562
2020-01-03 11:05:00,21.22255,11.2312
2020-01-03 11:10:00,20.3545,10.925
2020-01-03 11:15:00,20.23449,10.8812
2020-01-03 11:20:00,18.79699,10.3562
2020-01-03 11:25:00,18.917,10.4
2020-01-03 11:30:00,22.3515,11.625
2020-01-03 11:35:00,24.13684,12.2375
2020-01-03 11:40:00,21.72379,11.4062
2020-01-03 11:45:00,20.72129,11.0562
2020-01-03 11:50:00,19.3955,10.575
2020-01-03 11:55:00,20.59587,11.0125
2020-01-03 12:00:00,18.917,10.4
2020-01-03 12:05:00,18.4375,10.225
2020-01-03 12:10:00,19.3955,10.575
2020-01-03 12:15:00,22.10063,11.5375
2020-01-03 12:20:00,20.23449,10.8812
2020-01-03 12:25:00,21.34825,11.275
2020-01-03 12:30:00,21.09725,11.1875
2020-01-03 12:35:00,18.4375,10.225
2020-01-03 12:40:00,18.67725,10.3125
2020-01-03 12:45:00,19.3955,10.575
2020-01-03 12:50:00,18.917,10.4
2020-01-03 12:55:00,18.67725,10.3125
2020-01-03 13:00:00,17.83798,10.0062
2020-01-03 13:05:00,17.83798,10.0062
2020-01-03 13:10:00,17.958,10.05
2020-01-03 13:15:00,16.8115,9.6125
2020-01-03 13:20:00,16.58325,9.525
2020-01-03 13:25:00,16.58325,9.525
2020-01-03 13:30:00,17.039,9.7
2020-01-03 13:35:00,17.958,10.05
2020-01-03 13:40:00,20.23449,10.8812
2020-01-03 13:45:00,18.07774,10.0937
2020-01-03 13:50:00,19.3955,10.575
2020-01-03 13:55:00,17.495,9.874999
2020-01-03 14:00:00,16.3555,9.4375
2020-01-03 14:05:00,15.78562,9.2187
2020-01-03 14:10:00,16.01318,9.3062
2020-01-03 14:15:00,16.8115,9.6125
2020-01-03 14:20:00,16.69731,9.5687
2020-01-03 14:25:00,18.55724,10.2687
2020-01-03 14:30:00,18.07774,10.0937
2020-01-03 14:35:00,17.039,9.7
2020-01-03 14:40:00,17.38112,9.8312
2020-01-03 14:45:00,16.69731,9.5687
2020-01-03 14:50:00,17.83798,10.0062
2020-01-03 14:55:00,17.495,9.874999
2020-01-03 15:00:00,17.72312,9.962499
2020-01-03 15:05:00,16.1275,9.35
2020-01-03 15:10:00,16.58325,9.525
2020-01-03 15:15:00,16.69731,9.5687
2020-01-03 15:20:00,16.92512,9.6562
2020-01-03 15:25:00,17.60881,9.9187
2020-01-03 15:30:00,15.78562,9.2187
2020-01-03 15:35:00,16.01318,9.3062
2020-01-03 15:40:00,16.92512,9.6562
2020-01-03 15:45:00,17.15306,9.7437
2020-01-03 15:50:00,16.46912,9.4812
2020-01-03 15:55:00,16.3555,9.4375
2020-01-03 16:00:00,16.69731,9.5687
2020-01-03 16:05:00,16.46912,9.4812
2020-01-03 16:10:00,16.92512,9.6562
2020-01-03 16:15:00,17.958,10.05
2020-01-03 16:20:00,18.67725,10.3125
2020-01-03 16:25:00,21.22255,11.2312
2020-01-03 16:30:00,19.0363,10.4437
2020-01-03 16:35:00,16.69731,9.5687
2020-01-03 16:40:00,16.8115,9.6125
2020-01-03 16:45:00,16.58325,9.525
2020-01-03 16:50:00,16.8115,9.6125
2020-01-03 16:55:00,19.15588,10.4875
2020-01-03 17:00:00,19.0363,10.4437
2020-01-03 17:05:00,18.07774,10.0937
2020-01-03 17:10:00,18.79699,10.3562
2020-01-03 17:15:00,18.55724,10.2687
2020-01-03 17:20:00,17.38112,9.8312
2020-01-03 17:25:00,23.35425,11.975
2020-01-03 17:30:00,23.10325,11.8875
2020-01-03 17:35:00,19.63525,10.6625
2020-01-03 17:40:00,18.79699,10.3562
2020-01-03 17:45:00,18.55724,10.2687
2020-01-03 17:50:00,18.79699,10.3562
2020-01-03 17:55:00,19.0363,10.4437
2020-01-03 18:00:00,18.19775,10.1375
2020-01-03 18:05:00,19.99474,10.7937
2020-01-03 18:10:00,20.47424,10.9687
2020-01-03 18:15:00,20.11475,10.8375
2020-01-03 18:20:00,20.23449,10.8812
2020-01-03 18:25:00,20.97198,11.1437
2020-01-03 18:30:00,19.0363,10.4437
2020-01-03 18:35:00,19.875,10.75
2020-01-03 18:40:00,19.75499,10.7062
2020-01-03 18:45:00,19.27549,10.5312
2020-01-03 18:50:00,22.3515,11.625
2020-01-03 18:55:00,19.0363,10.4437
2020-01-03 19:00:00,17.72312,9.962499
2020-01-03 19:05:00,17.38112,9.8312
2020-01-03 19:10:00,21.47348,11.3187
2020-01-03 19:15:00,22.3515,11.625
2020-01-03 19:20:00,19.99474,10.7937
2020-01-03 19:25:00,18.07774,10.0937
2020-01-03 19:30:00,18.07774,10.0937
2020-01-03 19:35:00,17.495,9.874999
2020-01-03 19:40:00,16.58325,9.525
2020-01-03 19:45:00,19.99474,10.7937
2020-01-03 19:50:00,19.63525,10.6625
2020-01-03 19:55:00,18.55724,10.2687
2020-01-03 20:00:00,17.26737,9.7875
2020-01-03 20:05:00,16.92512,9.6562
2020-01-03 20:10:00,17.26737,9.7875
2020-01-03 20:15:00,16.92512,9.6562
2020-01-03 20:20:00,18.67725,10.3125
2020-01-03 20:25:00,17.958,10.05
2020-01-03 20:30:00,17.60881,9.9187
2020-01-03 20:35:00,16.24156,9.3937
2020-01-03 20:40:00,15.78562,9.2187
2020-01-03 20:45:00,16.46912,9.4812
2020-01-03 20:50:00,17.958,10.05
2020-01-03 20:55:00,18.07774,10.0937
2020-01-03 21:00:00,18.917,10.4
2020-01-03 21:05:00,20.59587,11.0125
2020-01-03 21:10:00,21.47348,11.3187
2020-01-03 21:15:00,17.958,10.05
2020-01-03 21:20:00,16.58325,9.525
2020-01-03 21:25:00,17.958,10.05
2020-01-03 21:30:00,17.60881,9.9187
2020-01-03 21:35:00,17.60881,9.9187
2020-01-03 21:40:00,19.75499,10.7062
2020-01-03 21:45:00,16.46912,9.4812
2020-01-03 21:50:00,15.4435,9.0875
2020-01-03 21:55:00,16.69731,9.5687
2020-01-03 22:00:00,17.60881,9.9187
2020-01-03 22:05:00,18.07774,10.0937
2020-01-03 22:10:00,15.8995,9.2625
2020-01-03 22:15:00,16.24156,9.3937
2020-01-03 22:20:00,17.83798,10.0062
2020-01-03 22:25:00,18.79699,10.3562
2020-01-03 22:30:00,18.917,10.4
2020-01-03 22:35:00,17.83798,10.0062
2020-01-03 22:40:00,17.15306,9.7437
2020-01-03 22:45:00,16.58325,9.525
2020-01-03 22:50:00,20.72129,11.0562
2020-01-03 22:55:00,18.917,10.4
2020-01-03 23:00:00,18.31749,10.1812
2020-01-03 23:05:00,17.15306,9.7437
2020-01-03 23:10:00,16.8115,9.6125
2020-01-03 23:15:00,15.55743,9.1312
2020-01-03 23:20:00,15.67175,9.175
2020-01-03 23:25:00,16.24156,9.3937
2020-01-03 23:30:00,16.58325,9.525
2020-01-03 23:35:00,17.15306,9.7437
2020-01-03 23:40:00,16.3555,9.4375
2020-01-03 23:45:00,15.00075,8.9125
2020-01-03 23:50:00,14.3535,8.65
2020-01-03 23:55:00,14.56925,8.7375
2020-01-04 00:00:00,14.56925,8.7375
2020-01-04 00:05:00,13.81475,8.4312
2020-01-04 00:10:00,16.01318,9.3062
2020-01-04 00:15:00,14.03,8.5187
2020-01-04 00:20:00,13.27575,8.2125
2020-01-04 00:25:00,13.05975,8.125
2020-01-04 00:30:00,13.27575,8.2125
2020-01-04 00:35:00,12.6365,7.95
2020-01-04 00:40:00,12.6365,7.95
2020-01-04 00:45:00,13.70713,8.3875
2020-01-04 00:50:00,12.95175,8.0812
2020-01-04 00:55:00,12.53532,7.9062
2020-01-04 01:00:00,12.02813,7.6875
2020-01-04 01:05:00,11.42075,7.425
2020-01-04 01:10:00,10.813,7.1625
2020-01-04 01:15:00,11.11738,7.2937
2020-01-04 01:20:00,10.71139,7.1187
2020-01-04 01:25:00,11.11738,7.2937
2020-01-04 01:30:00,10.32721,6.9437
2020-01-04 01:35:00,10.15615,6.8562
2020-01-04 01:40:00,9.984964,6.7687
2020-01-04 01:45:00,9.814152,6.6812
2020-01-04 01:50:00,10.91438,7.2062
2020-01-04 01:55:00,9.984964,6.7687
2020-01-04 02:00:00,9.89975,6.725
2020-01-04 02:05:00,9.301466,6.4187
2020-01-04 02:10:00,10.0705,6.8125
2020-01-04 02:15:00,9.984964,6.7687
2020-01-04 02:20:00,9.89975,6.725
2020-01-04 02:25:00,9.984964,6.7687
2020-01-04 02:30:00,10.50907,7.0312
2020-01-04 02:35:00,10.0705,6.8125
2020-01-04 02:40:00,9.984964,6.7687
2020-01-04 02:45:00,11.11738,7.2937
2020-01-04 02:50:00,10.0705,6.8125
2020-01-04 02:55:00,9.386875,6.4625
2020-01-04 03:00:00,9.386875,6.4625
2020-01-04 03:05:00,9.47209,6.5062
2020-01-04 03:10:00,9.216001,6.375
2020-01-04 03:15:00,9.386875,6.4625
2020-01-04 03:20:00,9.47209,6.5062
2020-01-04 03:25:00,9.386875,6.4625
2020-01-04 03:30:00,9.386875,6.4625
2020-01-04 03:35:00,9.47209,6.5062
2020-01-04 03:40:00,9.301466,6.4187
2020-01-04 03:45:00,9.642715,6.5937
2020-01-04 03:50:00,9.386875,6.4625
2020-01-04 03:55:00,11.31957,7.3812
2020-01-04 04:00:00,9.814152,6.6812
2020-01-04 04:05:00,9.044624,6.2875
2020-01-04 04:10:00,8.702501,6.1125
2020-01-04 04:15:00,8.702501,6.1125
2020-01-04 04:20:00,8.788152,6.1562
2020-01-04 04:25:00,8.702501,6.1125
2020-01-04 04:30:00,8.788152,6.1562
2020-01-04 04:35:00,8.959215,6.2437
2020-01-04 04:40:00,8.616965,6.0687
2020-01-04 04:45:00,8.702501,6.1125
2020-01-04 04:50:00,8.788152,6.1562
2020-01-04 04:55:00,8.788152,6.1562
2020-01-04 05:00:00,8.788152,6.1562
2020-01-04 05:05:00,8.874,6.2
2020-01-04 05:10:00,8.788152,6.1562
2020-01-04 05:15:00,8.874,6.2
2020-01-04 05:20:00,9.301466,6.4187
2020-01-04 05:25:00,9.130152,6.3312
2020-01-04 05:30:00,9.216001,6.375
2020-01-04 05:35:00,8.874,6.2
2020-01-04 05:40:00,8.959215,6.2437
2020-01-04 05:45:00,8.788152,6.1562
2020-01-04 05:50:00,8.874,6.2
2020-01-04 05:55:00,9.386875,6.4625
2020-01-04 06:00:00,9.642715,6.5937
2020-01-04 06:05:00,9.728499,6.6375
